index,followers,connections,time_spent,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,content,label
18913,89808.0,500+,3 years ago,[],article,0,0,[],19,2,,"Prepping for a presentation or speaking event? Stand like a boss, and practice your power pose. It can actually change your body chemistry and make you feel more powerful.",Events
18933,89808.0,500+,3 years ago,[],image,0,0,[],70,3,,"Your media presence extends beyond what you do in print, video and social media. It's how you present to customers, staff, clients. Think holistically and strategically about the image you want to portray. Once your brand is established, be consistent in every way. It's good to surprise your audience now and again, to entertain a bit, to employ strategic content marketing tactics to engage them, for instance. But above all, people appreciate knowing what to expect - substance, style, all of the above. 
 
 
 …see more",Others
18936,89808.0,500+,3 years ago,[],article,0,0,[],5,0,,"Y'all know I love a good list. This one is short and practical and funny. Number two made me smile big, and I've already started to incorporate no. 3 into my work day - it helps me get my step count up! .",Others
18949,89808.0,500+,3 years ago,[],article,0,0,[],9,0,,"For the top brands, social listening is an effective tool to convert data to sales, spot trends, and use the voice of the consumer to improve product and service offerings.",Professional Growth
18965,89808.0,500+,3 years ago,"[['https://www.linkedin.com/in/ACoAAAAAzXIBy5N_OqvWhSBDOOTB6xaUcRxUcbk', 'Liz Ryan']]",article,0,0,[],8,1,,Yes!  Liz Ryan  promotes the kind of behavior jobseekers need to execute in mass. Only then will recruiters be forced to raise their own standards of behavior.,Others
18975,89808.0,500+,3 years ago,[],article,0,0,[],0,0,,Reciprocity when asking for a favor can be huge.,Others
19116,4180.0,500+,2 years ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=recruiting&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688', '#recruiting'], ['https://www.linkedin.com/feed/hashtag/?keywords=operations&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688', '#operations'], ['https://www.linkedin.com/feed/hashtag/?keywords=aerospace&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688', '#aerospace'], ['https://www.linkedin.com/feed/hashtag/?keywords=electronics&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688', '#electronics']]",article,4,0,"[['#recruiting', 'https://www.linkedin.com/feed/hashtag/?keywords=recruiting&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688'], ['#operations', 'https://www.linkedin.com/feed/hashtag/?keywords=operations&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688'], ['#aerospace', 'https://www.linkedin.com/feed/hashtag/?keywords=aerospace&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688'], ['#electronics', 'https://www.linkedin.com/feed/hashtag/?keywords=electronics&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6488874417412722688']]",3,0,,"Business: Ultra Precision Control Systems Aerospace Electronics Location: Cheltenham Operations Manager Are you an Operations Manager looking for real career progression or simply an opportunity to make a significant difference in a rapidly changing and growing manufacturing business?  #recruiting   #operations   #aerospace   #electronics  Click on the link: 
 
 
 …see more",Professional Growth
19151,584690.0,500+,13 hours ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=chinesenewyear&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#ChineseNewYear'], ['https://www.linkedin.com/feed/hashtag/?keywords=yearoftheox&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#yearoftheox'], ['https://www.linkedin.com/feed/hashtag/?keywords=metalox&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#MetalOx'], ['https://www.linkedin.com/feed/hashtag/?keywords=determined&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#determined'], ['https://www.linkedin.com/feed/hashtag/?keywords=focused&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#focused'], ['https://www.linkedin.com/feed/hashtag/?keywords=happynewyear&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#HappyNewYear'], ['https://www.linkedin.com/feed/hashtag/?keywords=oxyear&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#OxYear'], ['https://www.linkedin.com/feed/hashtag/?keywords=bullish&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#bullish'], ['https://www.linkedin.com/feed/hashtag/?keywords=yearoftheox2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#yearoftheox2021'], ['https://www.linkedin.com/feed/hashtag/?keywords=ox&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#ox'], ['https://www.linkedin.com/feed/hashtag/?keywords=oxyears&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#oxyears'], ['https://www.linkedin.com/feed/hashtag/?keywords=oxyear2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#oxyear2021'], ['https://www.linkedin.com/feed/hashtag/?keywords=oxyear2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#oxyear2021'], ['https://www.linkedin.com/feed/hashtag/?keywords=chinesenewyear2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584', '#chinesenewyear2021']]",image,14,0,"[['#ChineseNewYear', 'https://www.linkedin.com/feed/hashtag/?keywords=chinesenewyear&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#yearoftheox', 'https://www.linkedin.com/feed/hashtag/?keywords=yearoftheox&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#MetalOx', 'https://www.linkedin.com/feed/hashtag/?keywords=metalox&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#determined', 'https://www.linkedin.com/feed/hashtag/?keywords=determined&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#focused', 'https://www.linkedin.com/feed/hashtag/?keywords=focused&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#HappyNewYear', 'https://www.linkedin.com/feed/hashtag/?keywords=happynewyear&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#OxYear', 'https://www.linkedin.com/feed/hashtag/?keywords=oxyear&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#bullish', 'https://www.linkedin.com/feed/hashtag/?keywords=bullish&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#yearoftheox2021', 'https://www.linkedin.com/feed/hashtag/?keywords=yearoftheox2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#ox', 'https://www.linkedin.com/feed/hashtag/?keywords=ox&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#oxyears', 'https://www.linkedin.com/feed/hashtag/?keywords=oxyears&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#oxyear2021', 'https://www.linkedin.com/feed/hashtag/?keywords=oxyear2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#oxyear2021', 'https://www.linkedin.com/feed/hashtag/?keywords=oxyear2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584'], ['#chinesenewyear2021', 'https://www.linkedin.com/feed/hashtag/?keywords=chinesenewyear2021&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6766040250264387584']]",13,0,,"Happy  #ChineseNewYear ! It’s the  #yearoftheox 🐂. The  #MetalOx  to be specific.  I was born in an Ox Year.  So it’s a good reminder for me to stay strong,  #determined  and  #focused  on my goals.  After all, I’m made of strong stuff. #HappyNewYear   #OxYear   #bullish   #yearoftheox2021   #ox   #oxyears   #oxyear2021   #oxyear2021 🐮  #chinesenewyear2021 
 
 
 …see more",Others
19185,584690.0,500+,2 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=thanksgiving2020&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600', '#Thanksgiving2020'], ['https://www.linkedin.com/in/ACoAACaCg5MB_mu_OYZjmtNYUZExai52qfj-YDI', 'Melody Beattie'], ['https://www.linkedin.com/feed/hashtag/?keywords=gratitude&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600', '#gratitude'], ['https://www.linkedin.com/feed/hashtag/?keywords=grateful&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600', '#grateful'], ['https://www.linkedin.com/feed/hashtag/?keywords=blessings&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600', '#blessings']]",image,4,0,"[['#Thanksgiving2020', 'https://www.linkedin.com/feed/hashtag/?keywords=thanksgiving2020&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600'], ['#gratitude', 'https://www.linkedin.com/feed/hashtag/?keywords=gratitude&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600'], ['#grateful', 'https://www.linkedin.com/feed/hashtag/?keywords=grateful&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600'], ['#blessings', 'https://www.linkedin.com/feed/hashtag/?keywords=blessings&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737729189962649600']]",42,1,,"Looking back on some of the most challenging times in my career, I realize they were preparing me to thrive during this extraordinarily difficult year. That’s why I’m feeling so grateful and blessed for  #Thanksgiving2020 . I’m not focusing on what’s missing. I'm following  Melody Beattie ’s advice: ""Gratitude turns what we have into enough, and more. It turns denial into acceptance, chaos into order, confusion into clarity...it makes sense of our past, brings peace for today, and creates a vision for tomorrow.""   #gratitude   #grateful   #blessings 
 
 
 …see more",Others
19191,584690.0,500+,2 months ago,"[['https://www.linkedin.com/in/ACoAAACU20oBa3o-hu3PgPC_6-PeBiBgCnYB678', 'Sriram Shamasunder'], ['https://www.linkedin.com/company/heal-initiative/', 'HEAL Initiative'], ['https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#COVID19'], ['https://www.linkedin.com/feed/hashtag/?keywords=navajonation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#NavajoNation'], ['https://www.linkedin.com/feed/hashtag/?keywords=navajo&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#Navajo'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthcareworkers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#healthcareworkers'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthequity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#healthequity'], ['https://www.linkedin.com/company/emerson-collective/', 'Emerson Collective'], ['https://www.linkedin.com/feed/hashtag/?keywords=globalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#globalhealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=pandemicresponse&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#pandemicresponse'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthcareaccess&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#healthcareaccess'], ['https://www.linkedin.com/feed/hashtag/?keywords=indigenoushealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#indigenoushealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=emersoncollective&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#EmersonCollective'], ['https://www.linkedin.com/feed/hashtag/?keywords=healinitiative&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840', '#HEALInitiative'], ['https://www.linkedin.com/school/17957/?legacySchoolId=17957', 'University of California, San Francisco']]",article,11,0,"[['#COVID19', 'https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#NavajoNation', 'https://www.linkedin.com/feed/hashtag/?keywords=navajonation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#Navajo', 'https://www.linkedin.com/feed/hashtag/?keywords=navajo&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#healthcareworkers', 'https://www.linkedin.com/feed/hashtag/?keywords=healthcareworkers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#healthequity', 'https://www.linkedin.com/feed/hashtag/?keywords=healthequity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#globalhealth', 'https://www.linkedin.com/feed/hashtag/?keywords=globalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#pandemicresponse', 'https://www.linkedin.com/feed/hashtag/?keywords=pandemicresponse&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#healthcareaccess', 'https://www.linkedin.com/feed/hashtag/?keywords=healthcareaccess&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#indigenoushealth', 'https://www.linkedin.com/feed/hashtag/?keywords=indigenoushealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#EmersonCollective', 'https://www.linkedin.com/feed/hashtag/?keywords=emersoncollective&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840'], ['#HEALInitiative', 'https://www.linkedin.com/feed/hashtag/?keywords=healinitiative&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737094741114019840']]",9,1,,"Dr.  Sriram Shamasunder  and the  HEAL Initiative  have worked at the epicenter of the  #COVID19  outbreak in the  #NavajoNation  in the U.S.  Read his compelling story of collaborating with  #Navajo   #healthcareworkers  to confront a major  #healthequity  crisis in this  Emerson Collective  profile about providing community driven care during a pandemic. #globalhealth   #pandemicresponse   #healthcareaccess   #indigenoushealth   #EmersonCollective   #HEALInitiative   University of California, San Francisco 
 
 
 …see more",Professional Growth
19259,584690.0,500+,6 months ago,"[['https://www.linkedin.com/in/ACoAAAUAsdoBVQFTj2jJyYA6h3wgL52yRcdUUWU', 'Melissa Bosworth'], ['https://www.linkedin.com/company/the-aspen-institute/', 'The Aspen Institute'], ['https://www.linkedin.com/school/18005/?legacySchoolId=18005', 'Regis University'], ['https://www.linkedin.com/company/eastern-plains-healthcare-consortium/', 'Eastern Plains Healthcare Consortium'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232', '#healthcare'], ['https://www.linkedin.com/feed/hashtag/?keywords=ruralhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232', '#ruralhealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=caregivers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232', '#caregivers'], ['https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232', '#COVID19'], ['https://www.linkedin.com/company/the-denver-post/', 'The Denver Post'], ['https://www.linkedin.com/feed/hashtag/?keywords=cancersupport&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232', '#cancersupport'], ['https://www.linkedin.com/feed/hashtag/?keywords=caregiving&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232', '#caregiving'], ['https://www.linkedin.com/feed/hashtag/?keywords=selfcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232', '#selfcare']]",article,7,0,"[['#healthcare', 'https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232'], ['#ruralhealth', 'https://www.linkedin.com/feed/hashtag/?keywords=ruralhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232'], ['#caregivers', 'https://www.linkedin.com/feed/hashtag/?keywords=caregivers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232'], ['#COVID19', 'https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232'], ['#cancersupport', 'https://www.linkedin.com/feed/hashtag/?keywords=cancersupport&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232'], ['#caregiving', 'https://www.linkedin.com/feed/hashtag/?keywords=caregiving&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232'], ['#selfcare', 'https://www.linkedin.com/feed/hashtag/?keywords=selfcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696493641080287232']]",42,1,,"So proud of  Melissa Bosworth , one of  The Aspen Institute 's 2020 Healthy Communities Fellows I've been supporting during this insane year. Melissa is an Assistant Professor at  Regis University  in Denver and Executive Director of the  Eastern Plains Healthcare Consortium . She's an expert on  #healthcare  administration and on  #ruralhealth . But Melissa is also a mother and a wife who's caring for her own ailing elderly mother during a pandemic --while holding three jobs. Melissa wrote a beautiful ""love letter"" to  #caregivers  during the era of  #COVID19 , and it's been published by  The Denver Post . I'm so pleased to see the Healthy Communities fellows amplify their voices during these tense times, even as they navigate their own complex commitments and obligations. Read Melissa's story below. #cancersupport   #caregiving   #selfcare 
 
 
 …see more",Others
19273,584690.0,500+,7 months ago,"[['https://www.linkedin.com/in/ACoAAAhCyKsB6PEq8wbZ-u_DQvtx2EXscgVFJvI', 'Haben Girma'], ['https://www.linkedin.com/school/18481/?legacySchoolId=18481', 'Harvard Law School']]",article,0,0,[],60,1,,"During the insane rollercoaster ride that is the year 2020,  I'm seeking out stories that inspire and challenge me to dig deeper. Reading about  Haben Girma , the first deaf-blind graduate of  Harvard Law School  has given me an incredible surge of energy. Choose the impossible. Create your own definition of success. Believe in yourself. That's where the magic happens. 
 
 
 …see more",Others
19276,584690.0,500+,7 months ago,[],article,0,0,[],59,2,,"Though American women were ""officially"" granted the right vote through ratification of the 19th Amendment in August 1920, it took a quite a while longer for Black American women to fully enjoy that freedom. Some say we're still battling, thanks to voter suppression and other tactics aimed at silencing people of color. But this year, Black America must pay tribute to people like the late Emma Sanders, who squared off against some of the most vicious racists America ever produced in Mississippi to ensure that her own party did not discriminate against Black people. I know the path in my journey is paved by the sacrifices of men and women like Sanders. I'm determined her efforts won't be in vain this November. 
 
 
 …see more",Others
19348,584690.0,500+,11 months ago,"[['https://www.linkedin.com/company/global-press-journal/', 'Global Press Journal'], ['https://www.linkedin.com/feed/hashtag/?keywords=covid19response&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#covid19response'], ['https://www.linkedin.com/feed/hashtag/?keywords=gpj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#GPJ'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthequity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#healthequity'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthcareaccess&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#healthcareaccess'], ['https://www.linkedin.com/feed/hashtag/?keywords=gpj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#GPJ'], ['https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#COVID19'], ['https://www.linkedin.com/feed/hashtag/?keywords=coronavirus&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#coronavirus'], ['https://www.linkedin.com/feed/hashtag/?keywords=coronavirusresponse&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#coronavirusresponse'], ['https://www.linkedin.com/feed/hashtag/?keywords=internationalreporting&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#Internationalreporting'], ['https://www.linkedin.com/feed/hashtag/?keywords=journalism&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#journalism'], ['https://www.linkedin.com/feed/hashtag/?keywords=pandemicpreparedness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696', '#pandemicpreparedness'], ['https://lnkd.in/dqUYfvP', 'https://lnkd.in/dqUYfvP']]",article,11,0,"[['#covid19response', 'https://www.linkedin.com/feed/hashtag/?keywords=covid19response&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#GPJ', 'https://www.linkedin.com/feed/hashtag/?keywords=gpj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#healthequity', 'https://www.linkedin.com/feed/hashtag/?keywords=healthequity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#healthcareaccess', 'https://www.linkedin.com/feed/hashtag/?keywords=healthcareaccess&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#GPJ', 'https://www.linkedin.com/feed/hashtag/?keywords=gpj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#COVID19', 'https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#coronavirus', 'https://www.linkedin.com/feed/hashtag/?keywords=coronavirus&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#coronavirusresponse', 'https://www.linkedin.com/feed/hashtag/?keywords=coronavirusresponse&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#Internationalreporting', 'https://www.linkedin.com/feed/hashtag/?keywords=internationalreporting&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#journalism', 'https://www.linkedin.com/feed/hashtag/?keywords=journalism&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696'], ['#pandemicpreparedness', 'https://www.linkedin.com/feed/hashtag/?keywords=pandemicpreparedness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650362787107229696']]",16,2,,"Global Press Journal  is uniquely positioned to provide deeper, contextual insight into the  #covid19response  in our coverage countries. The 24-hour news cycle focuses on rates of sickness and death;  #GPJ  opens a window into how people cope. In the coming weeks, our journalists will expand the global conversation about  #healthequity  and  #healthcareaccess . Let  #GPJ  help you see the world differently. #COVID19   #coronavirus   #coronavirusresponse   #Internationalreporting   #journalism   #pandemicpreparedness   https://lnkd.in/dqUYfvP 
 
 
 …see more",Others
19373,584690.0,500+,1 year ago,"[['https://www.linkedin.com/company/global-press-journal/', 'Global Press Journal'], ['https://buff.ly/38mmT92', 'https://buff.ly/38mmT92'], ['https://www.linkedin.com/feed/hashtag/?keywords=journalism&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632718625704853504', '#journalism'], ['https://www.linkedin.com/feed/hashtag/?keywords=media&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632718625704853504', '#media'], ['https://www.linkedin.com/feed/hashtag/?keywords=internationalreporting&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632718625704853504', '#internationalreporting']]",image,3,0,"[['#journalism', 'https://www.linkedin.com/feed/hashtag/?keywords=journalism&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632718625704853504'], ['#media', 'https://www.linkedin.com/feed/hashtag/?keywords=media&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632718625704853504'], ['#internationalreporting', 'https://www.linkedin.com/feed/hashtag/?keywords=internationalreporting&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632718625704853504']]",29,0,,"Do you follow  Global Press Journal  on @Instagram? Don't miss your chance to see the world differently every single day.  https://buff.ly/38mmT92 #journalism   #media   #internationalreporting 
 
 
 …see more",Others
19378,584690.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=worldntdday&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777', '#WorldNTDDay'], ['https://www.linkedin.com/company/centers-for-disease-control-and-prevention/', 'Centers for Disease Control and Prevention'], ['https://www.linkedin.com/feed/hashtag/?keywords=globalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777', '#globalhealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=globaldevelopment&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777', '#globaldevelopment'], ['https://www.linkedin.com/feed/hashtag/?keywords=beatntds&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777', '#BeatNTDs'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthforall&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777', '#HealthForAll']]",article,5,0,"[['#WorldNTDDay', 'https://www.linkedin.com/feed/hashtag/?keywords=worldntdday&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777'], ['#globalhealth', 'https://www.linkedin.com/feed/hashtag/?keywords=globalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777'], ['#globaldevelopment', 'https://www.linkedin.com/feed/hashtag/?keywords=globaldevelopment&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777'], ['#BeatNTDs', 'https://www.linkedin.com/feed/hashtag/?keywords=beatntds&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777'], ['#HealthForAll', 'https://www.linkedin.com/feed/hashtag/?keywords=healthforall&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6628681306614091777']]",10,2,,"For  #WorldNTDDay , check out this photo essay about neglected tropical diseases from the  Centers for Disease Control and Prevention . #globalhealth   #globaldevelopment   #BeatNTDs   #HealthForAll 
 
 
 …see more",Events
